control_id,rule_id,channel,family,severity,scheduled,effective,null,aliases,effective_contexts,supported,recall,misses,detected,detected_delay_median,detected_delay_q90,restricted_mean_detection_minutes
cqr_rolling,180min_3of18,availability_only,random_missing,0.5,136,63,73,73,50,True,0.03,61,2,40.0,48.0,107.8
cqr_rolling,180min_3of18,availability_only,random_missing,1.0,136,105,31,44,64,True,0.140625,90,15,40.0,50.0,100.234375
cqr_rolling,180min_3of18,availability_only,random_missing,2.0,136,126,10,15,68,True,0.47794117647058826,66,60,40.0,50.0,75.73529411764706
cqr_rolling,180min_3of18,availability_only,block_missing,0.5,136,136,0,76,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,block_missing,1.0,136,136,0,72,68,True,1.0,0,136,30.0,30.0,30.0
cqr_rolling,180min_3of18,availability_only,block_missing,2.0,136,136,0,68,68,True,1.0,0,136,20.0,20.0,20.0
cqr_rolling,180min_3of18,availability_only,stuck,0.5,136,136,0,68,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,stuck,1.0,136,136,0,71,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,stuck,2.0,136,136,0,68,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,dropout,0.5,136,136,0,69,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,dropout,1.0,136,136,0,69,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,dropout,2.0,136,136,0,70,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,bias,0.5,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,bias,1.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,bias,2.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,level_shift,0.5,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,level_shift,1.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,level_shift,2.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,drift,0.5,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,drift,1.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,availability_only,drift,2.0,136,136,0,0,68,True,0.0,136,0,,,110.0
cqr_rolling,180min_3of18,combined,random_missing,0.5,136,63,73,73,50,True,0.34,44,19,40.0,72.0,86.5
cqr_rolling,180min_3of18,combined,random_missing,1.0,136,105,31,44,64,True,0.390625,63,42,40.0,60.0,80.625
cqr_rolling,180min_3of18,combined,random_missing,2.0,136,126,10,15,68,True,0.5882352941176471,51,75,30.0,50.0,62.5735294117647
cqr_rolling,180min_3of18,combined,block_missing,0.5,136,136,0,76,68,True,0.39705882352941174,82,54,30.0,54.00000000000006,78.97058823529412
cqr_rolling,180min_3of18,combined,block_missing,1.0,136,136,0,72,68,True,0.8088235294117647,26,110,30.0,30.0,40.588235294117645
cqr_rolling,180min_3of18,combined,block_missing,2.0,136,136,0,68,68,True,0.8088235294117647,26,110,20.0,20.0,32.5
cqr_rolling,180min_3of18,combined,stuck,0.5,136,136,0,68,68,True,0.16176470588235295,114,22,60.0,100.0,103.23529411764706
cqr_rolling,180min_3of18,combined,stuck,1.0,136,136,0,71,68,True,0.14705882352941177,116,20,65.0,101.00000000000001,103.82352941176471
cqr_rolling,180min_3of18,combined,stuck,2.0,136,136,0,68,68,True,0.16176470588235295,114,22,60.0,90.0,102.79411764705883
cqr_rolling,180min_3of18,combined,dropout,0.5,136,136,0,69,68,True,0.38235294117647056,84,52,30.0,77.99999999999997,81.17647058823529
cqr_rolling,180min_3of18,combined,dropout,1.0,136,136,0,69,68,True,0.7794117647058824,30,106,30.0,30.0,43.23529411764706
cqr_rolling,180min_3of18,combined,dropout,2.0,136,136,0,70,68,True,0.7941176470588235,28,108,20.0,20.0,33.8235294117647
cqr_rolling,180min_3of18,combined,bias,0.5,136,136,0,0,68,True,0.3088235294117647,94,42,30.0,90.0,88.75
cqr_rolling,180min_3of18,combined,bias,1.0,136,136,0,0,68,True,0.4411764705882353,76,60,30.0,70.0,77.3529411764706
cqr_rolling,180min_3of18,combined,bias,2.0,136,136,0,0,68,True,0.49264705882352944,69,67,30.0,50.0,71.47058823529412
cqr_rolling,180min_3of18,combined,level_shift,0.5,136,136,0,0,68,True,0.39705882352941174,82,54,30.0,87.00000000000003,81.76470588235294
cqr_rolling,180min_3of18,combined,level_shift,1.0,136,136,0,0,68,True,0.49264705882352944,69,67,20.0,73.99999999999999,70.73529411764706
cqr_rolling,180min_3of18,combined,level_shift,2.0,136,136,0,0,68,True,0.5441176470588235,62,74,20.0,60.0,64.04411764705883
cqr_rolling,180min_3of18,combined,drift,0.5,136,136,0,0,68,True,0.22058823529411764,106,30,50.0,91.00000000000001,97.05882352941177
cqr_rolling,180min_3of18,combined,drift,1.0,136,136,0,0,68,True,0.40441176470588236,81,55,40.0,76.00000000000001,84.19117647058823
cqr_rolling,180min_3of18,combined,drift,2.0,136,136,0,0,68,True,0.45588235294117646,74,62,30.0,60.0,76.17647058823529
cqr_rolling,180min_3of18,numerical_only,random_missing,0.5,136,63,73,73,50,True,0.12,57,6,40.0,90.0,102.8
cqr_rolling,180min_3of18,numerical_only,random_missing,1.0,136,105,31,44,64,True,0.1484375,88,17,80.0,100.0,103.28125
cqr_rolling,180min_3of18,numerical_only,random_missing,2.0,136,126,10,15,68,True,0.16911764705882354,104,22,60.0,90.0,101.83823529411765
cqr_rolling,180min_3of18,numerical_only,block_missing,0.5,136,136,0,76,68,True,0.16176470588235295,114,22,60.0,100.0,103.23529411764706
cqr_rolling,180min_3of18,numerical_only,block_missing,1.0,136,136,0,72,68,True,0.14705882352941177,116,20,65.0,101.00000000000001,103.97058823529412
cqr_rolling,180min_3of18,numerical_only,block_missing,2.0,136,136,0,68,68,True,0.17647058823529413,112,24,80.0,100.0,104.55882352941177
cqr_rolling,180min_3of18,numerical_only,stuck,0.5,136,136,0,68,68,True,0.16176470588235295,114,22,60.0,100.0,103.23529411764706
cqr_rolling,180min_3of18,numerical_only,stuck,1.0,136,136,0,71,68,True,0.14705882352941177,116,20,65.0,101.00000000000001,103.82352941176471
cqr_rolling,180min_3of18,numerical_only,stuck,2.0,136,136,0,68,68,True,0.16176470588235295,114,22,60.0,90.0,102.79411764705883
cqr_rolling,180min_3of18,numerical_only,dropout,0.5,136,136,0,69,68,True,0.38235294117647056,84,52,30.0,77.99999999999997,81.17647058823529
cqr_rolling,180min_3of18,numerical_only,dropout,1.0,136,136,0,69,68,True,0.7794117647058824,30,106,30.0,30.0,43.23529411764706
